Customer Name,Product Category,Sales Amount
Kavya Pillai,Books,1381.44
Vikram Bhat,Sports,101253.81
Deepa Joshi,Sports,24280.58
Aarav Nair,Books,2331.91
,,
Priya Kumar,Beauty,229.86
,,
Sunita Sharma,Books,1228.87
Arjun Pillai,Books,5535.71
Kavya Rao,Sports,96549.16
Meera Kapoor,Books,1424.52
Rohan Chatterjee,Furniture,198861.51
Sanjay Patel,Clothing,9441.56
Amit Verma,Groceries,2204.96
Rohan Reddy,Furniture,1783.33
Shreya Pillai,Beauty,6658.21
Karan Chatterjee,Furniture,51511.32
Meera Reddy,Books,5781.66
Deepa Verma,Beauty,12672.79
Karan Mishra,Books,5939.75
Rohan Iyer,Beauty,7613.24
Nisha Chatterjee,Books,1242.55
Ananya Kapoor,Furniture,31874.43
Pooja Bose,Sports,8584.8
Nisha Gupta,Furniture,60207.42
Arjun Verma,Furniture,56785.85
Rohan Chatterjee,Beauty,766.64
Meera Das,Groceries,1250.12
Amit Kumar,Sports,54400.72
Ananya Verma,Clothing,2660.47
Amit Chatterjee,Beauty,2507.45
Arjun Chatterjee,Groceries,1145.95
Aarav Pillai,Sports,39228.73
Sanjay Kumar,Clothing,11373.42
Pooja Bhat,Books,1349.48
Meera Gupta,Clothing,11598.72
Ritu Joshi,Sports,124422.97
Nisha Joshi,Groceries,342.17
Rahul Pillai,Beauty,26537.21
Sanjay Pillai,Furniture,145109.61
Kavya Sharma,Electronics,107037.9
Ananya Patel,Sports,42878.34
Kavya Pillai,Furniture,56221.37
Ritu Chatterjee,Clothing,22886.16
Deepa Das,Groceries,98.72
Aditya Verma,Furniture,174388.71
Deepa Iyer,Furniture,117876.02
Meera Rao,Electronics,38987.93
Vikram Verma,Clothing,6590.81
Arjun Singh,Sports,98932.09
Deepa Joshi,Furniture,7652.46
Nisha Das,Groceries,1896.12
Sanjay Bose,Groceries,268.27
Nikhil Reddy,Electronics,27570.77
Aarav Bhat,Groceries,1008.28
Karan Das,Furniture,13286.27
Karan Kapoor,Sports,9405.05
Nikhil Singh,Groceries,1907.63
Nikhil Bhat,Furniture,296094.49
Arjun Rao,Beauty,6749.05
Kavya Kumar,Furniture,122079.93
Sanjay Bhat,Clothing,18412.38
Aarav Mehta,Clothing,5514.66
Ritu Reddy,Furniture,353477.73
Karan Bhat,Books,10978.87
Pooja Joshi,Groceries,620.3
Ananya Reddy,Clothing,3543.81
Nikhil Verma,Furniture,6015.58
Ananya Mehta,Clothing,21803.58
Sunita Singh,Groceries,877.93
Aarav Rao,Clothing,6175.76
Pooja Kapoor,Furniture,44220.44
Arjun Kumar,Sports,66408.75
Shreya Reddy,Furniture,80745.64
Sanjay Shah,Furniture,31049.48
Aarav Kapoor,Beauty,2458.7
Karan Bose,Electronics,21082.56
Meera Singh,Groceries,545.27
Nikhil Nair,Furniture,74800.01
Sanjay Kumar,Electronics,33639.93
Priya Mehta,Sports,26063.19
Kavya Pillai,Beauty,887.58
Rohan Sharma,Electronics,167514.18
Sanjay Singh,Books,3736.19
Ananya Mishra,Clothing,2075.32
Ananya Reddy,Books,6278.32
Amit Das,Groceries,2353.07
Rahul Shah,Clothing,31003.27
Priya Patel,Beauty,5505.54
Kavya Verma,Furniture,272564.22
Priya Sharma,Clothing,5486.4
Rohan Das,Beauty,1734.87
Karan Kumar,Beauty,2301.25
Meera Kumar,Sports,12014.98
Aarav Reddy,Electronics,23810.12
Deepa Rao,Clothing,7041.76
Rahul Mehta,Books,5300.77
Rahul Pillai,Clothing,13005.72
Priya Mehta,Beauty,18757.8
Vikram Shah,Clothing,2090.57
Kavya Gupta,Electronics,55730.83
Ananya Mishra,Groceries,560.89
Arjun Nair,Electronics,55079.39
Deepa Mehta,Groceries,1373.02
Aarav Pillai,Sports,2166.86
Priya Sharma,Clothing,33201.77
Pooja Sharma,Furniture,210338.05
Pooja Patel,Electronics,245712.19
Rohan Bose,Electronics,50867.37
Ananya Kumar,Books,15544.23
Ananya Bose,Clothing,6146.46
Amit Nair,Books,1911.88
Karan Kapoor,Sports,80013.65
Pooja Verma,Beauty,763.63
Sunita Patel,Groceries,312.81
Nisha Shah,Sports,31932.89
Karan Das,Sports,5930.43
Sunita Bhat,Sports,16119.22
Karan Kumar,Beauty,3426.91
Ritu Joshi,Clothing,25920.44
Vikram Bose,Electronics,328579.52
Amit Gupta,Electronics,188994.43
Karan Singh,Sports,98156.4
Sanjay Chatterjee,Clothing,22208.97
Pooja Bhat,Electronics,399047.78
Ananya Bose,Electronics,268708.58
Priya Mishra,Sports,30143.82
Pooja Pillai,Sports,55413.45
Ananya Reddy,Groceries,2501.07
Ananya Rao,Beauty,892.79
Kavya Iyer,Beauty,6078.11
Deepa Verma,Beauty,2121.23
Sanjay Iyer,Electronics,59897.17
Priya Shah,Furniture,70530.85
Rohan Rao,Books,983.11
Deepa Joshi,Sports,26718.92
Amit Kapoor,Furniture,35018.76
Meera Shah,Furniture,247619.21
Aarav Sharma,Beauty,914.13
Pooja Gupta,Furniture,65510.48
Nikhil Gupta,Electronics,175898.51
Sanjay Singh,Electronics,10874.57
Amit Nair,Groceries,5197.61
Karan Chatterjee,Electronics,755611.74
Arjun Singh,Clothing,11603.1
Pooja Sharma,Beauty,3400.49
Sunita Singh,Sports,65353.81
Arjun Mishra,Electronics,105263.11
Sanjay Rao,Electronics,92585.0
Aarav Rao,Clothing,3641.6
Aditya Bhat,Clothing,20358.67
Priya Bhat,Furniture,10748.23
Sunita Iyer,Groceries,1590.89
Rahul Shah,Electronics,182448.8
,,
Nikhil Sharma,Beauty,905.35
Rohan Joshi,Groceries,2992.24
Arjun Verma,Beauty,5426.76
Shreya Reddy,Sports,5207.64
Shreya Patel,Furniture,129636.87
Sanjay Verma,Furniture,22683.91
Amit Shah,Beauty,2585.03
Aarav Gupta,Clothing,4477.38
Sunita Mehta,Furniture,67597.0
Sunita Gupta,Groceries,435.44
Vikram Mehta,Books,7876.86
Nikhil Joshi,Books,1543.04
Rahul Das,Clothing,2673.78
Meera Nair,Books,5508.78
Rohan Sharma,Beauty,1938.58
Rahul Joshi,Electronics,539413.9
Rahul Shah,Groceries,1136.17
Rohan Mehta,Sports,81451.9
Vikram Mehta,Books,12840.19
Sanjay Bose,Electronics,207943.15
Arjun Patel,Groceries,717.1
Nisha Reddy,Groceries,2227.02
Vikram Gupta,Electronics,463985.67
Pooja Patel,Beauty,4726.28
,,
Sunita Mishra,Books,146.46
Priya Verma,Electronics,30194.77
Aditya Gupta,Clothing,7184.61
Aditya Rao,Beauty,6772.95
Karan Singh,Furniture,8770.86
Aditya Shah,Sports,24486.71
Meera Bose,Books,6117.76
Arjun Kumar,Books,2985.15
Kavya Mehta,Groceries,2225.48
Ananya Mishra,Clothing,2315.9
Ananya Mishra,Electronics,476054.02
Kavya Patel,Electronics,179057.38
Sunita Rao,Groceries,6307.15
Amit Pillai,Clothing,4522.36
Rahul Joshi,Furniture,353282.34
Nikhil Reddy,Electronics,45113.12
Ananya Sharma,Electronics,10092.16
Karan Verma,Groceries,1268.84
Deepa Iyer,Electronics,38160.26
Priya Verma,Clothing,22356.5
Aarav Sharma,Sports,49274.68
Sunita Shah,Electronics,25738.91
Sanjay Gupta,Beauty,8123.9
Aditya Bose,Electronics,269224.59
Pooja Mishra,Groceries,2095.81
Shreya Kumar,Groceries,1817.68
Pooja Verma,Furniture,10585.41
Aarav Chatterjee,Clothing,17908.2
Nikhil Joshi,Clothing,2707.64
Arjun Sharma,Groceries,1938.7
Ananya Pillai,Books,10070.83
Vikram Chatterjee,Groceries,835.1
Nikhil Pillai,Groceries,290.93
Amit Nair,Electronics,478410.73
Arjun Nair,Electronics,85795.74
Arjun Chatterjee,Books,10485.92
Sanjay Bhat,Beauty,10030.62
Sanjay Kumar,Electronics,501766.48
Sanjay Mehta,Electronics,14993.54
Arjun Bose,Sports,11951.87
Rahul Nair,Books,5123.02
Aarav Shah,Beauty,15688.04
Meera Chatterjee,Clothing,13261.21
Meera Iyer,Beauty,16158.29
Aarav Kumar,Beauty,6161.59
Arjun Singh,Electronics,30862.38
Aarav Kapoor,Groceries,1652.51
Aditya Reddy,Furniture,137423.69
Rohan Mehta,Beauty,12314.54
Rahul Bhat,Furniture,29419.75
Meera Pillai,Sports,63861.69
Vikram Mishra,Sports,28031.47
Vikram Iyer,Furniture,56440.79
Karan Pillai,Clothing,1845.9
,,
Aarav Reddy,Clothing,7364.45
Aditya Reddy,Groceries,809.88
Meera Shah,Furniture,165959.55
Priya Kumar,Sports,52329.61
Shreya Gupta,Clothing,2825.18
Ananya Chatterjee,Beauty,14038.19
Vikram Shah,Groceries,629.36
Meera Shah,Furniture,33717.7
Nisha Reddy,Furniture,36271.56
,,
Rahul Reddy,Books,16441.16
Arjun Iyer,Clothing,7457.36
Pooja Joshi,Sports,2818.03
Arjun Kumar,Furniture,50502.4
Nisha Iyer,Electronics,514325.26
Ritu Shah,Groceries,2725.99
Nisha Pillai,Clothing,21588.14
Arjun Shah,Furniture,146993.72
Karan Gupta,Groceries,477.64
Sunita Verma,Furniture,56911.9
Vikram Gupta,Beauty,594.21
Deepa Mishra,Furniture,286556.78
Rohan Kapoor,Sports,35748.44
Kavya Shah,Books,4793.89
Aarav Singh,Sports,25165.9
Priya Das,Groceries,346.37
Ritu Bhat,Groceries,1160.5
Pooja Patel,Books,1955.07
Priya Reddy,Books,1835.02
Nisha Iyer,Sports,102399.25
Meera Bose,Groceries,220.25
Aditya Joshi,Electronics,741543.82
Aarav Patel,Beauty,4167.5
Sanjay Kumar,Sports,61250.51
Nikhil Pillai,Electronics,86347.39
Nikhil Patel,Beauty,167.72
Vikram Pillai,Beauty,10949.84
Arjun Verma,Groceries,2340.06
Aditya Kapoor,Clothing,3192.69
Kavya Rao,Clothing,6459.25
Sunita Mehta,Clothing,1472.47
Ananya Joshi,Furniture,16831.69
Sanjay Patel,Electronics,229078.34
Shreya Kapoor,Books,9079.99
Shreya Verma,Groceries,628.26
Rahul Nair,Books,222.9
Nikhil Mishra,Electronics,381281.41
Aarav Joshi,Books,2622.16
Aditya Pillai,Clothing,4592.68
Meera Rao,Clothing,2308.91
Ritu Mehta,Groceries,680.62
Deepa Gupta,Books,5203.29
Deepa Gupta,Beauty,7442.04
Deepa Gupta,Sports,11720.71
Ananya Pillai,Clothing,2462.17
Shreya Gupta,Beauty,3735.87
Amit Singh,Beauty,7846.93
Meera Patel,Furniture,121709.51
Sunita Iyer,Electronics,129545.79
Amit Pillai,Beauty,3312.56
Kavya Sharma,Clothing,6409.77
Amit Sharma,Sports,32970.07
Nikhil Iyer,Books,19373.32
Kavya Bose,Clothing,23914.76
Sanjay Kumar,Clothing,11373.42
Sanjay Verma,Beauty,4531.15
Priya Shah,Electronics,409146.2
Vikram Joshi,Clothing,670.28
Rohan Joshi,Books,5091.0
Priya Bose,Sports,3807.13
Priya Sharma,Groceries,272.74
Nisha Iyer,Electronics,145921.2
Deepa Reddy,Electronics,211424.88
Amit Verma,Beauty,13191.89
Rohan Singh,Furniture,18197.59
Aarav Kumar,Sports,75906.0
Sunita Nair,Clothing,11296.68
Aditya Kapoor,Electronics,407424.79
Amit Pillai,Groceries,843.51
Kavya Mehta,Sports,46040.29
Aarav Mishra,Groceries,1607.31
Karan Rao,Books,1633.5
Karan Verma,Books,8312.64
Aditya Bose,Beauty,3720.84
Aarav Singh,Sports,42595.96
Ananya Pillai,Beauty,4796.68
Rahul Pillai,Groceries,81.73
Amit Pillai,Sports,109622.85
Meera Gupta,Sports,5761.67
Arjun Singh,Groceries,715.47
Amit Singh,Groceries,2301.06
Rohan Pillai,Beauty,1279.93
Nikhil Pillai,Sports,1998.56
Ritu Pillai,Furniture,69297.43
Meera Nair,Sports,1180.05
Pooja Nair,Clothing,20518.25
Vikram Bose,Electronics,82799.59
Ritu Singh,Beauty,4863.92
Rahul Bose,Clothing,4950.24
Rohan Pillai,Electronics,31403.12
Nisha Kapoor,Furniture,24095.35
Nikhil Kapoor,Groceries,857.03
Rahul Kumar,Clothing,6597.21
Kavya Mishra,Electronics,367938.22
Karan Sharma,Clothing,815.57
Meera Verma,Beauty,1419.61
Arjun Pillai,Electronics,42550.65
Amit Rao,Clothing,15099.86
Sunita Kapoor,Furniture,89448.76
Shreya Mehta,Beauty,13364.21
Aarav Reddy,Furniture,35854.5
Kavya Joshi,Electronics,15055.56
Aarav Chatterjee,Clothing,3053.06
Meera Pillai,Clothing,6398.88
Rohan Kapoor,Clothing,4817.35
Aditya Kumar,Beauty,992.13
Rahul Mehta,Groceries,2926.92
Karan Das,Furniture,17516.82
Rohan Iyer,Beauty,8905.76
Rohan Bose,Beauty,19952.42
Deepa Mishra,Beauty,5112.14
Deepa Bhat,Sports,89463.92
Aarav Mehta,Sports,58513.74
Sunita Iyer,Furniture,218498.09
Shreya Nair,Beauty,1378.93
Rohan Bhat,Books,323.03
Vikram Shah,Groceries,2467.58
Vikram Shah,Sports,110726.11
Ananya Pillai,Furniture,181310.38
Pooja Das,Furniture,202150.56
Karan Gupta,Electronics,209289.38
Shreya Gupta,Clothing,736.31
Pooja Singh,Sports,28705.04
Rahul Iyer,Beauty,14294.75
Aditya Rao,Electronics,54397.95
Sanjay Rao,Books,1451.01
Priya Bose,Sports,27702.22
Vikram Rao,Beauty,2545.3
Sanjay Mishra,Groceries,1947.86
Nisha Bose,Furniture,35801.2
Amit Pillai,Furniture,6859.73
Priya Kumar,Sports,92987.57
Nisha Shah,Books,194.19
Pooja Singh,Groceries,161.58
Nikhil Rao,Books,7522.38
Rohan Mehta,Sports,69394.08
Aditya Kumar,Beauty,1292.81
Ritu Das,Electronics,931056.13
Nikhil Rao,Furniture,18237.3
Rahul Pillai,Beauty,11894.14
Aarav Iyer,Beauty,217.16
Rahul Mehta,Books,2924.85
Deepa Bose,Sports,71562.45
Sanjay Iyer,Clothing,11512.76
Nikhil Kapoor,Sports,43500.13
Sunita Shah,Furniture,142656.4
Meera Gupta,Clothing,20730.43
Karan Singh,Electronics,117822.65
Vikram Kumar,Sports,14299.68
Rahul Joshi,Clothing,3463.77
Aditya Verma,Clothing,11310.93
Rahul Pillai,Books,331.72
Rohan Mishra,Clothing,2589.54
Karan Chatterjee,Clothing,24949.89
Rohan Rao,Beauty,6011.01
Vikram Kapoor,Sports,48966.18
Shreya Pillai,Furniture,123725.25
Rahul Patel,Groceries,2555.54
Ritu Kapoor,Books,8777.25
Rahul Mehta,Clothing,2174.45
Ananya Rao,Beauty,14508.76
Amit Verma,Groceries,108.58
Meera Kumar,Books,2919.85
Ananya Reddy,Groceries,3078.58
Rohan Shah,Furniture,212852.52
Amit Joshi,Beauty,2481.93
Arjun Iyer,Groceries,3176.16
Nikhil Reddy,Books,11154.85
Aarav Pillai,Groceries,2083.21
Aditya Kapoor,Groceries,1419.14
Aarav Verma,Furniture,66658.37
Vikram Mishra,Sports,52022.28
Pooja Das,Sports,36886.86
Aditya Sharma,Clothing,20461.06
Kavya Iyer,Furniture,94093.98
Aditya Patel,Groceries,2696.95
Sanjay Sharma,Sports,6895.34
Karan Pillai,Clothing,22125.94
Karan Reddy,Beauty,2726.49
Amit Mehta,Books,4835.66
Nikhil Rao,Furniture,211857.48
